model_name,test_category,root_type,sub_type,count,error_type,original_model_name,model_type,test_category_count
Command-R-Plus (Prompt) (Optimized),ast_simple,Value Error, Invalid List/Tuple Format,3,Value Error: Invalid List/Tuple Format,command-r-plus-optimized,Prompt,400.0
Command-R-Plus (Prompt) (Optimized),ast_simple,Value Error, Wrong String Value,10,Value Error: Wrong String Value,command-r-plus-optimized,Prompt,400.0
Command-R-Plus (Prompt) (Optimized),ast_simple,Value Error, Wrong int/float/bool/variable Value,6,Value Error: Wrong int/float/bool/variable Value,command-r-plus-optimized,Prompt,400.0
Command-R-Plus (Prompt) (Optimized),ast_java,Function Parsing Error, Decoding Failure,19,Function Parsing Error: Decoding Failure,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_java,Simple Function Error, Missing Required Parameter,2,Simple Function Error: Missing Required Parameter,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_java,Type Error, Primitive Type Mismatch,4,Type Error: Primitive Type Mismatch,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_java,Value Error, Wrong String Value,10,Value Error: Wrong String Value,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_java,Value Error, Wrong int/float/bool/variable Value,1,Value Error: Wrong int/float/bool/variable Value,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Simple Function Error, Missing Optional Parameter,1,Simple Function Error: Missing Optional Parameter,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Simple Function Error, Missing Required Parameter,2,Simple Function Error: Missing Required Parameter,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Simple Function Error, Unexpected Parameter Encountered,1,Simple Function Error: Unexpected Parameter Encountered,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Type Error, Composite Type Mismatch,1,Type Error: Composite Type Mismatch,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Type Error, Primitive Type Mismatch,2,Type Error: Primitive Type Mismatch,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Value Error, Invalid Dictionary Items,1,Value Error: Invalid Dictionary Items,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Value Error, Invalid Dictionary Key,1,Value Error: Invalid Dictionary Key,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Value Error, Invalid Dictionary Value,1,Value Error: Invalid Dictionary Value,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Value Error, Invalid List/Tuple Format,1,Value Error: Invalid List/Tuple Format,command-r-plus-optimized,Prompt,100.0
Command-R-Plus (Prompt) (Optimized),ast_js,Value Error, Wrong String Value,4,Value Error: Wrong String Value,command-r-plus-optimized,Prompt,100.0
Mistral-large-2402 (FC Any),ast_parallel,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,mistral-large-2402-FC-Any,FC Any,200.0
Mistral-large-2402 (FC Any),ast_parallel,Parallel Function Error, No Match Found,5,Parallel Function Error: No Match Found,mistral-large-2402-FC-Any,FC Any,200.0
Mistral-large-2402 (FC Any),ast_parallel,Parallel Function Error, Unexpected Function Count,131,Parallel Function Error: Unexpected Function Count,mistral-large-2402-FC-Any,FC Any,200.0
Mistral-large-2402 (FC Any),exec_simple,Executable Function Error (Non REST), Incorrect Execution Result,1,Executable Function Error (Non REST): Incorrect Execution Result,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,4,Executable Function Error (Non REST): Runtime Execution Error,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,240,Relevance Error: Succeeded with Irrelevant Func Doc,mistral-large-2402-FC-Any,FC Any,240.0
Mistral-large-2402 (FC Any),exec_parallel_multiple,Value Error, Execution Result Count,7,Value Error: Execution Result Count,mistral-large-2402-FC-Any,FC Any,40.0
Mistral-large-2402 (FC Any),exec_parallel,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,mistral-large-2402-FC-Any,FC Any,50.0
Mistral-large-2402 (FC Any),exec_parallel,Value Error, Execution Result Count,44,Value Error: Execution Result Count,mistral-large-2402-FC-Any,FC Any,50.0
Mistral-large-2402 (FC Any),ast_multiple,Parallel Function Error, No Match Found,11,Parallel Function Error: No Match Found,mistral-large-2402-FC-Any,FC Any,200.0
Mistral-large-2402 (FC Any),ast_multiple,Parallel Function Error, Unexpected Function Count,2,Parallel Function Error: Unexpected Function Count,mistral-large-2402-FC-Any,FC Any,200.0
Mistral-large-2402 (FC Any),ast_parallel_multiple,Parallel Function Error, No Match Found,38,Parallel Function Error: No Match Found,mistral-large-2402-FC-Any,FC Any,200.0
Mistral-large-2402 (FC Any),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,24,Parallel Function Error: Unexpected Function Count,mistral-large-2402-FC-Any,FC Any,200.0
Mistral-large-2402 (FC Any),exec_rest,Executable Function Error (REST), Incorrect Response Key,3,Executable Function Error (REST): Incorrect Response Key,mistral-large-2402-FC-Any,FC Any,70.0
Mistral-large-2402 (FC Any),exec_rest,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,mistral-large-2402-FC-Any,FC Any,70.0
Mistral-large-2402 (FC Any),ast_simple,Simple Function Error, Incorrect Function Name,9,Simple Function Error: Incorrect Function Name,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_simple,Simple Function Error, Missing Optional Parameter,1,Simple Function Error: Missing Optional Parameter,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_simple,Simple Function Error, Unexpected Argument Count,5,Simple Function Error: Unexpected Argument Count,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_simple,Type Error, Composite Type Mismatch,5,Type Error: Composite Type Mismatch,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_simple,Type Error, Primitive Type Mismatch,3,Type Error: Primitive Type Mismatch,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_simple,Value Error, Invalid List/Tuple Format,3,Value Error: Invalid List/Tuple Format,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_simple,Value Error, Wrong String Value,13,Value Error: Wrong String Value,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_simple,Value Error, Wrong int/float/bool/variable Value,4,Value Error: Wrong int/float/bool/variable Value,mistral-large-2402-FC-Any,FC Any,400.0
Mistral-large-2402 (FC Any),ast_java,Type Error, Primitive Type Mismatch,22,Type Error: Primitive Type Mismatch,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_java,Value Error, Wrong String Value,11,Value Error: Wrong String Value,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_java,Value Error, Wrong int/float/bool/variable Value,5,Value Error: Wrong int/float/bool/variable Value,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Simple Function Error, Missing Required Parameter,1,Simple Function Error: Missing Required Parameter,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Simple Function Error, Unexpected Parameter Encountered,1,Simple Function Error: Unexpected Parameter Encountered,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Type Error, Composite Type Mismatch,1,Type Error: Composite Type Mismatch,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Type Error, Primitive Type Mismatch,3,Type Error: Primitive Type Mismatch,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Value Error, Invalid Dictionary Items,2,Value Error: Invalid Dictionary Items,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Value Error, Invalid List/Tuple Format,4,Value Error: Invalid List/Tuple Format,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Value Error, Wrong String Value,7,Value Error: Wrong String Value,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-large-2402 (FC Any),ast_js,Value Error, Wrong int/float/bool/variable Value,2,Value Error: Wrong int/float/bool/variable Value,mistral-large-2402-FC-Any,FC Any,100.0
Mistral-tiny-2312 (Prompt),exec_multiple,Function Parsing Error, Decoding Failure,37,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,50.0
Mistral-tiny-2312 (Prompt),exec_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,mistral-tiny-2312,Prompt,50.0
Mistral-tiny-2312 (Prompt),ast_parallel,Function Parsing Error, Decoding Failure,37,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_parallel,Function Parsing Error, Incorrect Decoder Output Format,13,Function Parsing Error: Incorrect Decoder Output Format,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_parallel,Parallel Function Error, No Match Found,25,Parallel Function Error: No Match Found,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_parallel,Parallel Function Error, Unexpected Function Count,30,Parallel Function Error: Unexpected Function Count,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),exec_simple,Executable Function Error (Non REST), Incorrect Execution Result,2,Executable Function Error (Non REST): Incorrect Execution Result,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,1,Executable Function Error (Non REST): Runtime Execution Error,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),exec_simple,Function Parsing Error, Decoding Failure,51,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,39,Relevance Error: Succeeded with Irrelevant Func Doc,mistral-tiny-2312,Prompt,240.0
Mistral-tiny-2312 (Prompt),exec_parallel_multiple,Function Parsing Error, Decoding Failure,21,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,40.0
Mistral-tiny-2312 (Prompt),exec_parallel_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,mistral-tiny-2312,Prompt,40.0
Mistral-tiny-2312 (Prompt),exec_parallel,Function Parsing Error, Decoding Failure,11,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,50.0
Mistral-tiny-2312 (Prompt),exec_parallel,Value Error, Execution Result Count,1,Value Error: Execution Result Count,mistral-tiny-2312,Prompt,50.0
Mistral-tiny-2312 (Prompt),ast_multiple,Function Parsing Error, Decoding Failure,53,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_multiple,Function Parsing Error, Incorrect Decoder Output Format,7,Function Parsing Error: Incorrect Decoder Output Format,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_multiple,Parallel Function Error, No Match Found,26,Parallel Function Error: No Match Found,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_multiple,Parallel Function Error, Unexpected Function Count,1,Parallel Function Error: Unexpected Function Count,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_parallel_multiple,Function Parsing Error, Decoding Failure,67,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_parallel_multiple,Function Parsing Error, Incorrect Decoder Output Format,4,Function Parsing Error: Incorrect Decoder Output Format,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_parallel_multiple,Parallel Function Error, No Match Found,41,Parallel Function Error: No Match Found,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,21,Parallel Function Error: Unexpected Function Count,mistral-tiny-2312,Prompt,200.0
Mistral-tiny-2312 (Prompt),exec_rest,Function Parsing Error, Decoding Failure,69,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,70.0
Mistral-tiny-2312 (Prompt),ast_simple,Function Parsing Error, Decoding Failure,50,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Function Parsing Error, Incorrect Decoder Output Format,12,Function Parsing Error: Incorrect Decoder Output Format,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Simple Function Error, Incorrect Function Name,3,Simple Function Error: Incorrect Function Name,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Simple Function Error, Missing Optional Parameter,11,Simple Function Error: Missing Optional Parameter,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Simple Function Error, Missing Required Parameter,11,Simple Function Error: Missing Required Parameter,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Type Error, Composite Type Mismatch,2,Type Error: Composite Type Mismatch,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Type Error, Primitive Type Mismatch,8,Type Error: Primitive Type Mismatch,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Value Error, Invalid List/Tuple Format,6,Value Error: Invalid List/Tuple Format,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Value Error, Wrong String Value,13,Value Error: Wrong String Value,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_simple,Value Error, Wrong int/float/bool/variable Value,5,Value Error: Wrong int/float/bool/variable Value,mistral-tiny-2312,Prompt,400.0
Mistral-tiny-2312 (Prompt),ast_java,Function Parsing Error, Decoding Failure,50,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_java,Function Parsing Error, Incorrect Decoder Output Format,5,Function Parsing Error: Incorrect Decoder Output Format,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_java,Simple Function Error, Incorrect Function Name,1,Simple Function Error: Incorrect Function Name,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_java,Simple Function Error, Missing Required Parameter,6,Simple Function Error: Missing Required Parameter,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_java,Type Error, Primitive Type Mismatch,3,Type Error: Primitive Type Mismatch,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_java,Value Error, Wrong String Value,6,Value Error: Wrong String Value,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_java,Value Error, Wrong int/float/bool/variable Value,3,Value Error: Wrong int/float/bool/variable Value,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_js,Function Parsing Error, Decoding Failure,23,Function Parsing Error: Decoding Failure,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_js,Function Parsing Error, Incorrect Decoder Output Format,4,Function Parsing Error: Incorrect Decoder Output Format,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_js,Simple Function Error, Incorrect Function Name,1,Simple Function Error: Incorrect Function Name,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_js,Simple Function Error, Missing Optional Parameter,1,Simple Function Error: Missing Optional Parameter,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_js,Simple Function Error, Missing Required Parameter,20,Simple Function Error: Missing Required Parameter,mistral-tiny-2312,Prompt,100.0
Mistral-tiny-2312 (Prompt),ast_js,Value Error, Invalid List/Tuple Format,1,Value Error: Invalid List/Tuple Format,mistral-tiny-2312,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),exec_multiple,Value Error, Execution Result Count,3,Value Error: Execution Result Count,claude-3-haiku-20240307,Prompt,50.0
Claude-3-Haiku-20240307 (Prompt),ast_parallel,Function Parsing Error, Decoding Failure,9,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),ast_parallel,Parallel Function Error, No Match Found,10,Parallel Function Error: No Match Found,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),ast_parallel,Parallel Function Error, Unexpected Function Count,13,Parallel Function Error: Unexpected Function Count,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,157,Relevance Error: Succeeded with Irrelevant Func Doc,claude-3-haiku-20240307,Prompt,240.0
Claude-3-Haiku-20240307 (Prompt),exec_parallel_multiple,Function Parsing Error, Decoding Failure,27,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,40.0
Claude-3-Haiku-20240307 (Prompt),exec_parallel_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,claude-3-haiku-20240307,Prompt,40.0
Claude-3-Haiku-20240307 (Prompt),exec_parallel,Function Parsing Error, Decoding Failure,11,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,50.0
Claude-3-Haiku-20240307 (Prompt),exec_parallel,Value Error, Execution Result Count,3,Value Error: Execution Result Count,claude-3-haiku-20240307,Prompt,50.0
Claude-3-Haiku-20240307 (Prompt),ast_multiple,Function Parsing Error, Decoding Failure,3,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),ast_multiple,Parallel Function Error, No Match Found,12,Parallel Function Error: No Match Found,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),ast_multiple,Parallel Function Error, Unexpected Function Count,2,Parallel Function Error: Unexpected Function Count,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),ast_parallel_multiple,Function Parsing Error, Decoding Failure,72,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),ast_parallel_multiple,Parallel Function Error, No Match Found,30,Parallel Function Error: No Match Found,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,2,Parallel Function Error: Unexpected Function Count,claude-3-haiku-20240307,Prompt,200.0
Claude-3-Haiku-20240307 (Prompt),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,3,Executable Function Error (REST): Incorrect HTTP Status Code,claude-3-haiku-20240307,Prompt,70.0
Claude-3-Haiku-20240307 (Prompt),exec_rest,Executable Function Error (REST), Incorrect Response Key,8,Executable Function Error (REST): Incorrect Response Key,claude-3-haiku-20240307,Prompt,70.0
Claude-3-Haiku-20240307 (Prompt),exec_rest,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,70.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Simple Function Error, Missing Optional Parameter,3,Simple Function Error: Missing Optional Parameter,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Simple Function Error, Missing Required Parameter,2,Simple Function Error: Missing Required Parameter,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Type Error, Composite Type Mismatch,5,Type Error: Composite Type Mismatch,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Type Error, Primitive Type Mismatch,1,Type Error: Primitive Type Mismatch,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Value Error, Invalid List/Tuple Format,2,Value Error: Invalid List/Tuple Format,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Value Error, Unexpected List/Dictionary Count,1,Value Error: Unexpected List/Dictionary Count,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Value Error, Wrong String Value,6,Value Error: Wrong String Value,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_simple,Value Error, Wrong int/float/bool/variable Value,5,Value Error: Wrong int/float/bool/variable Value,claude-3-haiku-20240307,Prompt,400.0
Claude-3-Haiku-20240307 (Prompt),ast_java,Function Parsing Error, Decoding Failure,23,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_java,Simple Function Error, Incorrect Function Name,1,Simple Function Error: Incorrect Function Name,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_java,Simple Function Error, Unexpected Parameter Encountered,1,Simple Function Error: Unexpected Parameter Encountered,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_java,Type Error, Primitive Type Mismatch,12,Type Error: Primitive Type Mismatch,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_java,Value Error, Wrong String Value,7,Value Error: Wrong String Value,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_java,Value Error, Wrong int/float/bool/variable Value,1,Value Error: Wrong int/float/bool/variable Value,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_js,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_js,Type Error, Composite Type Mismatch,1,Type Error: Composite Type Mismatch,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_js,Type Error, Primitive Type Mismatch,2,Type Error: Primitive Type Mismatch,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_js,Value Error, Invalid Dictionary Value,3,Value Error: Invalid Dictionary Value,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_js,Value Error, Invalid List/Tuple Format,1,Value Error: Invalid List/Tuple Format,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_js,Value Error, Wrong String Value,3,Value Error: Wrong String Value,claude-3-haiku-20240307,Prompt,100.0
Claude-3-Haiku-20240307 (Prompt),ast_js,Value Error, Wrong int/float/bool/variable Value,1,Value Error: Wrong int/float/bool/variable Value,claude-3-haiku-20240307,Prompt,100.0
Meta-Llama-3-70B-Instruct (Prompt),exec_multiple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,50.0
Meta-Llama-3-70B-Instruct (Prompt),exec_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,50.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel,Function Parsing Error, Incorrect Decoder Output Format,1,Function Parsing Error: Incorrect Decoder Output Format,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel,Parallel Function Error, No Match Found,9,Parallel Function Error: No Match Found,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel,Parallel Function Error, Unexpected Function Count,7,Parallel Function Error: Unexpected Function Count,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),exec_simple,Executable Function Error (Non REST), Incorrect Execution Result,1,Executable Function Error (Non REST): Incorrect Execution Result,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,100.0
Meta-Llama-3-70B-Instruct (Prompt),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,1,Executable Function Error (Non REST): Runtime Execution Error,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,100.0
Meta-Llama-3-70B-Instruct (Prompt),exec_simple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,100.0
Meta-Llama-3-70B-Instruct (Prompt),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,80,Relevance Error: Succeeded with Irrelevant Func Doc,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,240.0
Meta-Llama-3-70B-Instruct (Prompt),exec_parallel_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,40.0
Meta-Llama-3-70B-Instruct (Prompt),exec_parallel_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,40.0
Meta-Llama-3-70B-Instruct (Prompt),exec_parallel,Value Error, Execution Result Count,3,Value Error: Execution Result Count,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,50.0
Meta-Llama-3-70B-Instruct (Prompt),ast_multiple,Parallel Function Error, No Match Found,10,Parallel Function Error: No Match Found,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_multiple,Parallel Function Error, Unexpected Function Count,6,Parallel Function Error: Unexpected Function Count,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel_multiple,Function Parsing Error, Decoding Failure,3,Function Parsing Error: Decoding Failure,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel_multiple,Function Parsing Error, Incorrect Decoder Output Format,2,Function Parsing Error: Incorrect Decoder Output Format,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel_multiple,Parallel Function Error, No Match Found,46,Parallel Function Error: No Match Found,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,4,Parallel Function Error: Unexpected Function Count,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,200.0
Meta-Llama-3-70B-Instruct (Prompt),exec_rest,Executable Function Error (REST), Incorrect Response Key,6,Executable Function Error (REST): Incorrect Response Key,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,70.0
Meta-Llama-3-70B-Instruct (Prompt),exec_rest,Executable Function Error (REST), Runtime Execution Error,1,Executable Function Error (REST): Runtime Execution Error,meta-llama_Meta-Llama-3-70B-Instruct,Prompt,70.0
