model_name,test_category,root_type,sub_type,count,error_type,original_model_name,model_type,test_category_count
Deepseek-v1.5 (Prompt),exec_parallel,Function Parsing Error, Decoding Failure,24,Function Parsing Error: Decoding Failure,deepseek-ai_deepseek-coder-6.7b-instruct,Prompt,50.0
Deepseek-v1.5 (Prompt),exec_parallel,Value Error, Execution Result Count,2,Value Error: Execution Result Count,deepseek-ai_deepseek-coder-6.7b-instruct,Prompt,50.0
Deepseek-v1.5 (Prompt),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,3,Executable Function Error (REST): Incorrect HTTP Status Code,deepseek-ai_deepseek-coder-6.7b-instruct,Prompt,70.0
Deepseek-v1.5 (Prompt),exec_rest,Executable Function Error (REST), Incorrect Response Key,1,Executable Function Error (REST): Incorrect Response Key,deepseek-ai_deepseek-coder-6.7b-instruct,Prompt,70.0
Deepseek-v1.5 (Prompt),exec_rest,Function Parsing Error, Decoding Failure,40,Function Parsing Error: Decoding Failure,deepseek-ai_deepseek-coder-6.7b-instruct,Prompt,70.0
Deepseek-v1.5 (Prompt),exec_rest,Function Parsing Error, Incorrect REST Parsing Output Format,1,Function Parsing Error: Incorrect REST Parsing Output Format,deepseek-ai_deepseek-coder-6.7b-instruct,Prompt,70.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_multiple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,snowflake_arctic,Prompt,50.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_multiple,Value Error, Execution Result Count,3,Value Error: Execution Result Count,snowflake_arctic,Prompt,50.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,1,Executable Function Error (Non REST): Runtime Execution Error,snowflake_arctic,Prompt,100.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_simple,Function Parsing Error, Decoding Failure,8,Function Parsing Error: Decoding Failure,snowflake_arctic,Prompt,100.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_parallel_multiple,Function Parsing Error, Decoding Failure,4,Function Parsing Error: Decoding Failure,snowflake_arctic,Prompt,40.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_parallel_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,snowflake_arctic,Prompt,40.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_parallel,Function Parsing Error, Decoding Failure,10,Function Parsing Error: Decoding Failure,snowflake_arctic,Prompt,50.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_parallel,Value Error, Execution Result Count,2,Value Error: Execution Result Count,snowflake_arctic,Prompt,50.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,4,Executable Function Error (REST): Incorrect HTTP Status Code,snowflake_arctic,Prompt,70.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_rest,Executable Function Error (REST), Incorrect Response Key,6,Executable Function Error (REST): Incorrect Response Key,snowflake_arctic,Prompt,70.0
Snowflake/snowflake-arctic-instruct (Prompt),exec_rest,Executable Function Error (REST), Runtime Execution Error,2,Executable Function Error (REST): Runtime Execution Error,snowflake_arctic,Prompt,70.0
GPT-4-turbo-2024-04-09 (FC),exec_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,gpt-4-turbo-2024-04-09-FC,FC,50.0
GPT-4-turbo-2024-04-09 (FC),exec_multiple,Value Error, Execution Result Count,2,Value Error: Execution Result Count,gpt-4-turbo-2024-04-09-FC,FC,50.0
GPT-4-turbo-2024-04-09 (FC),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,2,Executable Function Error (Non REST): Runtime Execution Error,gpt-4-turbo-2024-04-09-FC,FC,100.0
GPT-4-turbo-2024-04-09 (FC),exec_simple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,gpt-4-turbo-2024-04-09-FC,FC,100.0
GPT-4-turbo-2024-04-09 (FC),exec_parallel_multiple,Value Error, Execution Result Count,4,Value Error: Execution Result Count,gpt-4-turbo-2024-04-09-FC,FC,40.0
GPT-4-turbo-2024-04-09 (FC),exec_parallel,Value Error, Execution Result Count,5,Value Error: Execution Result Count,gpt-4-turbo-2024-04-09-FC,FC,50.0
GPT-4-turbo-2024-04-09 (FC),exec_rest,Executable Function Error (REST), Runtime Execution Error,2,Executable Function Error (REST): Runtime Execution Error,gpt-4-turbo-2024-04-09-FC,FC,70.0
GPT-4-turbo-2024-04-09 (FC),exec_rest,Function Parsing Error, Decoding Failure,19,Function Parsing Error: Decoding Failure,gpt-4-turbo-2024-04-09-FC,FC,70.0
GPT-4-turbo-2024-04-09 (FC),exec_rest,Function Parsing Error, Incorrect REST Parsing Output Format,1,Function Parsing Error: Incorrect REST Parsing Output Format,gpt-4-turbo-2024-04-09-FC,FC,70.0
GPT-4o-2024-05-13 (FC),exec_multiple,Function Parsing Error, Decoding Failure,3,Function Parsing Error: Decoding Failure,gpt-4o-2024-05-13-FC,FC,50.0
GPT-4o-2024-05-13 (FC),exec_multiple,Value Error, Execution Result Count,4,Value Error: Execution Result Count,gpt-4o-2024-05-13-FC,FC,50.0
GPT-4o-2024-05-13 (FC),exec_simple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,gpt-4o-2024-05-13-FC,FC,100.0
GPT-4o-2024-05-13 (FC),exec_parallel_multiple,Value Error, Execution Result Count,3,Value Error: Execution Result Count,gpt-4o-2024-05-13-FC,FC,40.0
GPT-4o-2024-05-13 (FC),exec_parallel,Value Error, Execution Result Count,4,Value Error: Execution Result Count,gpt-4o-2024-05-13-FC,FC,50.0
GPT-4o-2024-05-13 (FC),exec_rest,Function Parsing Error, Decoding Failure,14,Function Parsing Error: Decoding Failure,gpt-4o-2024-05-13-FC,FC,70.0
GPT-4o-2024-05-13 (FC),exec_rest,Function Parsing Error, Incorrect REST Parsing Output Format,3,Function Parsing Error: Incorrect REST Parsing Output Format,gpt-4o-2024-05-13-FC,FC,70.0
GPT-4-0613 (FC),exec_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,gpt-4-0613-FC,FC,50.0
GPT-4-0613 (FC),exec_simple,Executable Function Error (Non REST), Incorrect Execution Result,1,Executable Function Error (Non REST): Incorrect Execution Result,gpt-4-0613-FC,FC,100.0
GPT-4-0613 (FC),exec_simple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,gpt-4-0613-FC,FC,100.0
GPT-4-0613 (FC),exec_parallel_multiple,Value Error, Execution Result Count,40,Value Error: Execution Result Count,gpt-4-0613-FC,FC,40.0
GPT-4-0613 (FC),exec_parallel,Value Error, Execution Result Count,50,Value Error: Execution Result Count,gpt-4-0613-FC,FC,50.0
GPT-4-0613 (FC),exec_rest,Executable Function Error (REST), Incorrect Response Key,1,Executable Function Error (REST): Incorrect Response Key,gpt-4-0613-FC,FC,70.0
GPT-4-0613 (FC),exec_rest,Function Parsing Error, Decoding Failure,55,Function Parsing Error: Decoding Failure,gpt-4-0613-FC,FC,70.0
Command-R-Plus (FC) (Optimized),exec_multiple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,command-r-plus-FC-optimized,FC,50.0
Command-R-Plus (FC) (Optimized),exec_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,command-r-plus-FC-optimized,FC,50.0
Command-R-Plus (FC) (Optimized),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,1,Executable Function Error (Non REST): Runtime Execution Error,command-r-plus-FC-optimized,FC,100.0
Command-R-Plus (FC) (Optimized),exec_parallel_multiple,Value Error, Execution Result Count,2,Value Error: Execution Result Count,command-r-plus-FC-optimized,FC,40.0
Command-R-Plus (FC) (Optimized),exec_parallel,Function Parsing Error, Incorrect Parsing Output Format,1,Function Parsing Error: Incorrect Parsing Output Format,command-r-plus-FC-optimized,FC,50.0
Command-R-Plus (FC) (Optimized),exec_parallel,Value Error, Execution Result Count,5,Value Error: Execution Result Count,command-r-plus-FC-optimized,FC,50.0
Command-R-Plus (FC) (Optimized),exec_rest,Executable Error (REST), Response Format Error,8,Executable Error (REST): Response Format Error,command-r-plus-FC-optimized,FC,70.0
Command-R-Plus (FC) (Optimized),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,11,Executable Function Error (REST): Incorrect HTTP Status Code,command-r-plus-FC-optimized,FC,70.0
Command-R-Plus (FC) (Optimized),exec_rest,Executable Function Error (REST), Incorrect Response Key,2,Executable Function Error (REST): Incorrect Response Key,command-r-plus-FC-optimized,FC,70.0
Command-R-Plus (FC) (Optimized),exec_rest,Executable Function Error (REST), Runtime Execution Error,6,Executable Function Error (REST): Runtime Execution Error,command-r-plus-FC-optimized,FC,70.0
Functionary-Small-v2.4 (FC),exec_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,meetkai_functionary-small-v2.4-FC,FC,50.0
Functionary-Small-v2.4 (FC),exec_multiple,Function Parsing Error, Incorrect Parsing Output Format,3,Function Parsing Error: Incorrect Parsing Output Format,meetkai_functionary-small-v2.4-FC,FC,50.0
Functionary-Small-v2.4 (FC),exec_simple,Executable Function Error (Non REST), Incorrect Execution Result,1,Executable Function Error (Non REST): Incorrect Execution Result,meetkai_functionary-small-v2.4-FC,FC,100.0
Functionary-Small-v2.4 (FC),exec_parallel_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,meetkai_functionary-small-v2.4-FC,FC,40.0
Functionary-Small-v2.4 (FC),exec_parallel_multiple,Value Error, Execution Result Count,3,Value Error: Execution Result Count,meetkai_functionary-small-v2.4-FC,FC,40.0
Functionary-Small-v2.4 (FC),exec_parallel,Value Error, Execution Result Count,1,Value Error: Execution Result Count,meetkai_functionary-small-v2.4-FC,FC,50.0
Functionary-Small-v2.4 (FC),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,5,Executable Function Error (REST): Incorrect HTTP Status Code,meetkai_functionary-small-v2.4-FC,FC,70.0
Functionary-Small-v2.4 (FC),exec_rest,Executable Function Error (REST), Incorrect Response Key,1,Executable Function Error (REST): Incorrect Response Key,meetkai_functionary-small-v2.4-FC,FC,70.0
Functionary-Small-v2.4 (FC),exec_rest,Executable Function Error (REST), Runtime Execution Error,12,Executable Function Error (REST): Runtime Execution Error,meetkai_functionary-small-v2.4-FC,FC,70.0
Functionary-Small-v2.4 (FC),exec_rest,Function Parsing Error, Incorrect REST Parsing Output Format,15,Function Parsing Error: Incorrect REST Parsing Output Format,meetkai_functionary-small-v2.4-FC,FC,70.0
GPT-4-turbo-2024-04-09 (Prompt),exec_multiple,Value Error, Execution Result Count,1,Value Error: Execution Result Count,gpt-4-turbo-2024-04-09,Prompt,50.0
GPT-4-turbo-2024-04-09 (Prompt),exec_simple,Executable Function Error (Non REST), Incorrect Execution Result,1,Executable Function Error (Non REST): Incorrect Execution Result,gpt-4-turbo-2024-04-09,Prompt,100.0
GPT-4-turbo-2024-04-09 (Prompt),exec_parallel_multiple,Value Error, Execution Result Count,2,Value Error: Execution Result Count,gpt-4-turbo-2024-04-09,Prompt,40.0
GPT-4-turbo-2024-04-09 (Prompt),exec_parallel,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,gpt-4-turbo-2024-04-09,Prompt,50.0
GPT-4-turbo-2024-04-09 (Prompt),exec_parallel,Value Error, Execution Result Count,4,Value Error: Execution Result Count,gpt-4-turbo-2024-04-09,Prompt,50.0
GPT-4-turbo-2024-04-09 (Prompt),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,1,Executable Function Error (REST): Incorrect HTTP Status Code,gpt-4-turbo-2024-04-09,Prompt,70.0
